-1.626224350714922995e+00,3.326481762305253831e+00,-4.213262144920706831e+00
-1.884774835699988937e+00,3.592297520106797926e+00,-4.784632098022970403e+00
-1.766261343970074060e+00,4.174156995991359587e+00,-4.980727475572575003e+00
1.421204172870452975e+00,-1.559113380543434069e+00,-2.510578867992327989e+00
1.783322917686305020e+00,-2.131463412864889051e+00,-3.281885208171760215e+00
1.964376683697308001e+00,-2.778947392429877983e-01,-2.669963797672084027e+00
1.984864292158222021e+00,-1.514827466810710899e+00,-2.838140139121093863e+00
2.083759676803525807e+00,6.902746921727356266e-01,-2.888893913573923111e+00
-1.913081688754477983e-01,-9.827851469112853788e-01,-1.292158926558985899e+00
1.201895594116249022e+00,-9.689601406934165162e-01,-1.782160804262344023e+00
-1.761571521347836122e-01,-9.073965145939477672e-01,1.008747724891839059e+00
-1.556787619503279929e+00,-7.124907376374525203e-01,-1.906227717271191890e+00
4.174090087723562048e-01,-9.466809158415058212e-01,-1.188170927935044974e+00
9.086718633535932899e-01,-3.489428510375051085e-01,1.098962071493917003e+00
-1.252882342235063895e+00,6.353887486923952554e-01,1.643842618628392982e+00
-1.808273100924919996e+00,8.724898084223814410e-01,2.429575069125315068e+00
-5.851987058719858581e-01,1.175842707380668983e+00,1.547713213484422035e+00
-5.851987058719824164e-01,1.175842707380672980e+00,-1.547713213484424033e+00
-4.858412075231545169e-01,1.905948237699383041e+00,-2.075362371344902090e+00
-4.858412075231545724e-01,1.905948237699383929e+00,2.075362371344902979e+00
-4.646332962719240123e-01,8.959845803650041685e-01,-1.167229208039775923e+00
-8.755872054261591986e-01,1.815952836511103063e+00,-2.337598379021534001e+00
-8.927397393697407146e-01,1.941515472799685949e+00,2.429150937145413192e+00
-3.018208170025613146e+00,1.345349275833291003e+00,3.676672911759551798e+00
-2.906462396762606204e+00,1.957266386302151107e-01,3.845733932247862974e+00
-2.903078855606441966e+00,-7.099371863231377366e-01,3.112833062865474787e+00
-2.781963753368374093e+00,-2.164840985360695080e-01,2.839008381343782972e+00
-2.769287510602247870e+00,4.800447555654713261e-01,2.898504820642763047e+00
-2.499773562385740000e+00,8.879318026693955312e-02,3.303299986875392946e+00
-2.371147800382769066e+00,1.184310490046172060e+00,3.185420946753030780e+00
-2.105056896291491952e+00,6.447281761246592691e-01,2.821187067249118829e+00
-2.086804333098696951e+00,-5.415439730423141085e-02,2.755723034939506988e+00
-3.061738870245794164e+00,9.038837772912557966e-01,4.110188618034396946e+00
-2.697971026120764115e+00,8.084104295456915334e-01,3.619702938539497872e+00
-4.193254180772809647e+00,-1.038035871384314968e+00,-4.488341075701196559e+00
-3.114625969027843055e+00,-1.023838859346771102e+00,-3.480906388180054822e+00
-2.014023185161085916e+00,-9.719837833636789659e-01,-2.502622562210258028e+00
-3.391765533019194923e+00,-8.423708397539366732e-01,-4.548749247462766654e+00
-4.732333528848988280e+00,-8.173273776395590939e-01,-4.917031499604198608e+00
-3.845395778550654065e+00,-7.578983761598550029e-01,-4.035735426131337178e+00
-2.304803005389207016e+00,-4.141380412387454246e-01,-2.414746411530718007e+00
-3.016329207836935034e+00,-2.070566440421968968e-01,-3.072110439739406118e+00
-4.166615656897597830e+00,-1.776306065994373018e-01,-4.220228988399266967e+00
-3.396455853112258172e+00,-1.075898720431914951e-01,-4.496334011378076312e+00
-3.531032941333216879e+00,-1.058705534278018001e-01,-3.578616058485544205e+00
-4.890964613086000057e+00,-8.076034111884962396e-02,-4.940404278829550577e+00
-2.784336606042761897e+00,-5.227293148712330861e-02,-3.681489060827257020e+00
-2.247791420868241019e+00,-4.968082810976173769e-02,-2.969103459069819095e+00
-2.446355172965600122e+00,-6.573721526209168609e-01,-3.281624289627659952e+00
-3.035199492758691164e+00,-4.362485939018315162e-01,-4.033678140825921687e+00
-2.888702717578532031e+00,-1.150998201590732073e+00,-3.938273143272445154e+00
-4.464669293039409403e+00,8.991820344293091627e-02,-4.514628032739268271e+00
9.127062821592812902e-01,-2.536367194764399979e+00,-3.533521079323504122e+00
9.823476924308942593e-01,-3.982994802375917853e+00,-4.148428528705773388e+00
1.010198512195632059e+00,-4.641154311341770367e+00,-4.787192138518374662e+00
1.052831890128310910e+00,-3.013037253598151999e+00,-4.182528067870874722e+00
1.170121398496910103e+00,-3.075155201812825201e+00,-3.415676313678848164e+00
1.315466977185759001e+00,-3.489580564867106993e+00,-4.858155048874914783e+00
1.615704828633371060e+00,-3.753144001187043166e+00,-4.313502619290389362e+00
1.695999977404959891e+00,-2.671590291279628104e+00,-3.507020746754637930e+00
1.783731411140470069e+00,-4.280802276800610429e+00,-4.888912965927145748e+00
1.975620779455601106e+00,-3.164840109044139815e+00,-4.635845159269189608e+00
1.358563087688744009e+00,-4.325175053764626298e+00,-4.657617474578512606e+00
-4.805507451027973276e-01,-1.378879448812087904e+00,1.901474369295087952e+00
-2.526194744566934158e-01,-2.438421962672974175e+00,3.293528944539394931e+00
-2.325409814907687112e-01,-2.302668930947159964e+00,2.280674195333483034e+00
-1.762096369234429916e-01,-3.275436040007306815e+00,3.232982125700771814e+00
-2.854282255197259852e-02,-1.954225044135253109e+00,2.637054622822680994e+00
9.146298473785008376e-02,-1.512310559487344053e+00,1.487702818547363082e+00
1.583875797598456037e-01,-1.595929630072294936e+00,2.158765489862422005e+00
1.711119867257112903e-01,-4.669331189852895747e+00,4.618036284118032242e+00
2.115119632081169099e-01,-2.663830046868083112e+00,3.596973105434035922e+00
3.828818312743113017e-01,-3.053187117128020933e+00,3.041881775590058012e+00
4.615374189826650930e-01,-2.342549287162619009e+00,3.193607054730934980e+00
5.739474536211999212e-01,-2.486875120145697782e+00,2.554382613535175928e+00
6.267280138104966980e-01,-1.166439501006615975e+00,1.667609167666866954e+00
-4.244513457200573825e-01,-2.920760202247365989e+00,2.933398777096149157e+00
1.286231391866123897e-01,-4.253569749757421192e+00,4.200590907683168673e+00
-1.669812560938193080e-01,-3.107674875653525959e+00,4.184327355332351672e+00
-8.137661108828185830e-01,-3.164483140500352842e+00,4.315971363930527716e+00
-7.045544734560249545e-01,-2.709436867323160136e+00,3.700484148026001119e+00
-1.154098554417039013e+00,-2.918356618791945856e+00,4.053268364285645298e+00
-1.453198560434016962e+00,-3.160745651590719074e+00,4.429135213426937945e+00
-1.233366141507227010e+00,-3.388012967464869796e+00,4.679553926162575372e+00
-8.315777621757450833e-01,-3.583230608326979816e+00,4.870595687924905270e+00
5.410743069676435812e-01,-3.200056344933373875e+00,4.340335073199239169e+00
-1.429908139034294035e+00,-3.124085171945727879e+00,3.692390676605667998e+00
-1.561256628273285096e-01,-3.664708291512444038e+00,4.927692715063886730e+00
-5.447260363420746154e-01,-3.920773657232259790e+00,3.944894397586902191e+00
-1.836424874226691983e+00,-2.843301303450901152e+00,3.987167971854939985e+00
-1.188353325104501090e+00,-3.813265316228545032e+00,4.122597484362025888e+00
1.744877382113491915e-01,-3.848805451279682988e+00,3.799696345171927003e+00
9.757068109740127948e-01,-2.663058425414162933e+00,3.712230765585569969e+00
5.162116615767862182e-01,-3.668386077988289973e+00,4.958872266000477147e+00
-2.039496888208160996e+00,-3.176318836942146007e+00,4.440066220768560612e+00
9.277091246722173334e-01,-3.641625875303927007e+00,3.801093141219542115e+00
-5.103256241087998912e-01,-4.459423522597033340e+00,4.465454121706915913e+00
1.101956916546011023e+00,-3.490597245367335955e+00,4.812718593758199326e+00
-1.800076184483746067e+00,-3.949681614111173023e+00,4.673619617083970113e+00
-2.185207494715605936e+00,-3.416726089577526881e+00,4.764279213243725053e+00
8.249704777594477623e-01,-4.109925631578009941e+00,4.205429136781932975e+00
-1.291983903994954996e+00,-4.415214400690464558e+00,4.732569636251120038e+00
2.043931665128384978e+00,-6.495874094107506602e-01,2.178892274268907858e+00
1.827194651694884042e+00,-6.339001494109197665e-01,-1.976096206965872071e+00
1.085822225508380923e+00,-6.040085587807567657e-01,1.373729463412366902e+00
1.106772237521959967e+00,-4.514752264541613824e-01,-1.268349901995095008e+00
1.989463705009733907e+00,-3.303645920875338260e-01,2.709031197951063952e+00
3.203653922649429830e+00,-1.080994267665273956e-01,3.149406136335144879e+00
2.789792818311212841e+00,8.434224294885071804e-03,2.733526852847492083e+00
