3.744776035813492054e+00,3.749433792609743854e+00,-6.494209828415736574e+00,-7.481766182518508483e-12,-6.011802174722993383e-12,-5.962419764333667383e-12,1.036615371442627053e-11,-1.499773517043895055e+01
3.744776035817352966e+00,3.749433792618201089e+00,-6.494209828430379972e+00,-5.167207662513639610e-12,-4.177211901416722914e-12,-4.077100924122962968e-12,7.176182376378857151e-12,-1.499773517047280080e+01
3.744776035820100102e+00,3.749433792622660189e+00,-6.494209828438107124e+00,-4.647267839266287296e-12,-3.752568110288513805e-12,-3.682091880445592088e-12,6.435956746592680402e-12,-1.499773517049064075e+01
-7.004140429857902639e+00,2.929718732784786006e+00,5.074421697069544379e+00,3.564692749707935978e-12,-3.504330875440785054e-12,1.432631273256170038e-12,2.571891859766303911e-12,-1.171887493113911916e+01
3.744776035810058801e+00,3.749433792611962968e+00,-6.494209828419585051e+00,-2.435609607727495968e-12,-1.973346115119321174e-12,-1.915168677110165056e-12,3.386788226984198824e-12,-1.499773517044786963e+01
3.222862287679748139e+00,3.036486354082386985e+00,-5.259348641760278831e+00,-1.852646465051940002e-12,-1.581581352807402919e-12,-1.395079546486792981e-12,2.491614114382390922e-12,-1.214594541632954972e+01
3.222862287676941939e+00,3.036486354080591976e+00,-5.259348641757170206e+00,-3.693510931794260824e-13,-3.235060467881695039e-13,-2.740645995029213764e-13,5.150177657716505633e-13,-1.214594541632238922e+01
4.143081139401660794e-16,3.474967735043040129e+00,-4.853318605489466364e+00,2.378350870446427123e+00,-8.458815939275448220e-15,-4.756701740892847141e+00,-8.238849091677746372e+00,-9.862453349968095750e+00
-5.617195149055850574e-16,4.584474410947806611e+00,-6.578143697019081415e+00,2.993669286071274804e+00,-6.244080756111984790e-15,-5.987338572142549609e+00,-1.037037460906778996e+01,-1.361840938355643083e+01
-9.157613320447531751e-16,3.590075131265813013e+00,-5.032678471943298426e+00,2.442603340677487189e+00,-7.502771835057799740e-15,-4.885206681354980596e+00,-8.461426177581763852e+00,-1.025355936059616013e+01
