-9.048731933361593427e-01,-2.790867263897797712e-01
-9.048672253374057117e-01,-2.790936400801951600e-01
-9.047005897628123128e-01,-2.792865234169717437e-01
-9.041400500460722300e-01,-2.799331339552436071e-01
-9.035505980646911794e-01,-2.806094207051957334e-01
-9.034837026670367033e-01,-2.806859339682814536e-01
-9.034469316849859100e-01,-2.807279711920931953e-01
-9.029037718008543489e-01,-2.813472322007699034e-01
-9.028468374279007280e-01,-2.814119608804794836e-01
-9.026379885430461103e-01,-2.816491054275187533e-01
-9.026309496271099908e-01,-2.816570899172653464e-01
-9.026213807864503780e-01,-2.816679433447682457e-01
-9.026100098027302066e-01,-2.816808395818023447e-01
-9.025364264298900707e-01,-2.817642598890348071e-01
-9.022416824572009331e-01,-2.820978306346727527e-01
-9.019429615807019740e-01,-2.824349645489862559e-01
-9.014854043785868187e-01,-2.829495379737697047e-01
-9.014177219303016741e-01,-2.830254678365155541e-01
-9.006180476438708782e-01,-2.839189679774222763e-01
-9.002732079343747085e-01,-2.843022196335666663e-01
-9.001719379717323388e-01,-2.844145369283948011e-01
-9.001172666435844905e-01,-2.844751283248457829e-01
-9.000264352605492624e-01,-2.845757273518533248e-01
-8.987316025720230028e-01,-2.860006248346389501e-01
-8.985449231498555678e-01,-2.862046508595951222e-01
-8.984887605490186058e-01,-2.862659633445819307e-01
-8.983048906823603019e-01,-2.864664709321402825e-01
-8.980638633682455074e-01,-2.867287928919226014e-01
-8.980206109510098234e-01,-2.867758049214755300e-01
-8.974033689327365337e-01,-2.874446604865245614e-01
-8.973227105983270224e-01,-2.875317827997815323e-01
-8.967028173564446369e-01,-2.881992010879297350e-01
-8.964962083744207888e-01,-2.884208064509630187e-01
-8.964121025732851855e-01,-2.885108965920638036e-01
-8.927509990629771686e-01,-2.923660717082899319e-01
-8.913514466302693284e-01,-2.938061942926437631e-01
-8.889160899007915173e-01,-2.962690919545262203e-01
-8.862429850978016388e-01,-2.989110046455670244e-01
-8.845081187458764260e-01,-3.005920923152005098e-01
-9.033309520930467018e-01,-2.808604659123868919e-01
-8.879325812488917391e-01,-2.972485032594792131e-01
-1.466203903345723036e-01,-1.354457873937150170e-01
-1.465564814626584000e-01,-1.353918187101611215e-01
-1.457443297141103877e-01,-1.347055850107730934e-01
-1.453091528836081003e-01,-1.343375728853469508e-01
-1.441925474075951841e-01,-1.333923262989123448e-01
-1.438974810576781616e-01,-1.331423073775147015e-01
-1.426526881416989023e-01,-1.320864764772216593e-01
-1.423150432001964449e-01,-1.317997860965407497e-01
-1.404604741917445387e-01,-1.302228081970885076e-01
-1.386202186625604404e-01,-1.286541845295908204e-01
-1.371018002548857750e-01,-1.273570347715853035e-01
-1.369256425108343889e-01,-1.272063801549455087e-01
-1.368396450353145388e-01,-1.271328202950520736e-01
-1.367435546214937625e-01,-1.270506174255541243e-01
-1.359782747150088678e-01,-1.263955714988589107e-01
-1.351760696727459798e-01,-1.257082162873251474e-01
-1.338346404969528447e-01,-1.245572301995619829e-01
-1.329888480171738663e-01,-1.238304827156329474e-01
-1.328902059713479855e-01,-1.237456725478210118e-01
-1.319655252966653314e-01,-1.229501258962773652e-01
-1.279127272931174786e-01,-1.194520845677090187e-01
-1.277858988775271709e-01,-1.193423221570454468e-01
-1.260021162974435394e-01,-1.177966744637847646e-01
-1.257300239278909548e-01,-1.175605963136975435e-01
-1.237997322730116923e-01,-1.158834446707018712e-01
-1.234961986306334636e-01,-1.156193415228214116e-01
-1.230356244743777833e-01,-1.152184036230204101e-01
-1.224554232457526898e-01,-1.147129945424048142e-01
-1.216458355606312158e-01,-1.140071471265630548e-01
-1.212443505169801539e-01,-1.136568398128021545e-01
-1.200017761812437606e-01,-1.125715308347890048e-01
-1.190579135100547775e-01,-1.117459897810961222e-01
-1.189584155834719492e-01,-1.116589076232709365e-01
-1.169185735876597243e-01,-1.098712039688606451e-01
-1.166285808947950114e-01,-1.096166847699747288e-01
-1.159807281141766316e-01,-1.090477470291775219e-01
-1.157839860424811490e-01,-1.088748788610846424e-01
-1.242626639929753640e-01,-1.162860430777420684e-01
-1.258534717437184147e-01,-1.176677147097828502e-01
-1.447047077022161343e-01,-1.338260628117142748e-01
6.108148497727492831e-15,5.751454894093474883e-15
6.341652215970543863e-15,7.499459710354711936e-15
6.391500546657842197e-15,4.643184731346624005e-15
6.450340572095070701e-15,5.666335491326698100e-15
6.625140113626213120e-15,5.005954631659739656e-15
6.636211542545927412e-15,7.357877262315636561e-15
6.824220800522118769e-15,8.001814374070341382e-15
6.909856079547987973e-15,7.643861638140418214e-15
7.446516067406113400e-15,1.030437921684450408e-14
8.032631945667734641e-15,5.186933954486910011e-15
9.148282757725235094e-15,9.324370474821111201e-15
9.342296190617172691e-15,9.523400221006237892e-15
9.345484765323103705e-15,9.985624137757330750e-15
9.913781530432831866e-15,6.583288136588987603e-15
1.023474145235393498e-14,1.085879952191113283e-14
1.066285100029327632e-14,1.227477729251324531e-14
1.199424557912933462e-14,-1.293099701496381912e-14
1.227639885168975176e-14,-1.320135745669779203e-14
1.234998240685064552e-14,-1.288703467043590544e-14
1.247625846656430802e-14,-1.299398265630850103e-14
1.291352609852860060e-14,-1.533238273861954348e-14
1.296033837158138665e-14,-1.538050663550997110e-14
1.297117233522330767e-14,-1.370327447137422399e-14
1.314849591433381615e-14,-1.387798845869589854e-14
1.341179652284494458e-14,-1.215312616005007160e-14
1.926533711191717942e-14,2.125303170149696241e-14
1.956279398948955748e-14,2.144479637863120244e-14
2.010901358297457980e-14,-2.370732413385667281e-14
2.014837692226656146e-14,-2.362215360380755235e-14
2.036824870228752528e-14,2.081197401397737486e-14
2.092461994865933761e-14,2.138120281793454512e-14
3.133124775348612313e-14,-3.387941520044522785e-14
3.243340453572413052e-14,-3.492186859636768273e-14
3.642543120130969026e-14,3.706713470993615909e-14
3.652637769874085389e-14,3.742154576182650251e-14
4.544520712770651122e-14,4.850370903020927968e-14
4.950211393828250321e-14,-5.500623982066625520e-14
6.774821649995024898e-14,6.879288800584746644e-14
7.374654902177956391e-14,7.546454782849122890e-14
9.341756342962316383e-14,-5.066546810224974811e-14
5.519013986152625836e-04,-5.520536751846445711e-04
1.953635236721022999e-03,-1.955542650896772896e-03
2.841345381995803807e-03,-2.845379140492887166e-03
2.841345381995803807e-03,2.845379140492887166e-03
3.276855628610017297e-03,-3.282220128936412518e-03
5.539564391282171020e-03,-5.554886587836828891e-03
6.420597731123670396e-03,-6.441176789125350848e-03
7.028105713281660935e-03,-7.052759606541953406e-03
8.414672706032657462e-03,-8.450001899200261513e-03
9.216947897294502229e-03,-9.259326535119726323e-03
7.382613942204093067e-03,-7.409815324507170418e-03
4.253741565914260529e-14,-4.545030434542681733e-14
1.209426799933816499e-14,1.322487597376717407e-14
1.306580012885649899e-14,1.419654189042479193e-14
3.064172771187408330e-14,-1.869743607344165920e-14
2.947876196415141507e-14,-1.857204528014876120e-14
-9.382045570521760913e-01,2.332253550367339168e-01
-9.377105742018426726e-01,2.340323950415715559e-01
-9.373820144441720181e-01,2.345665943941590281e-01
-9.372818948802466021e-01,2.347289696101046708e-01
-9.363251014007005768e-01,2.362712055844343462e-01
-9.359773064902637829e-01,2.368275868601278922e-01
-9.352583672746448418e-01,2.379706660577602106e-01
-9.349937012546207793e-01,2.383891059519429034e-01
-9.345222899829455088e-01,2.391312894263738498e-01
-9.340076238597948555e-01,2.399370440466679077e-01
-9.338455937948468844e-01,2.401897453868153953e-01
-9.337596118978525039e-01,2.403236545112160671e-01
-9.331015319424590393e-01,2.413442680922613659e-01
-9.328842024928118981e-01,2.416796683607042584e-01
-9.326576693031165544e-01,2.420284042263859958e-01
-9.325139769852697214e-01,2.422491533043621137e-01
-9.320985056547274050e-01,2.428854379840802435e-01
-9.316376907876851021e-01,2.435877323476129397e-01
-9.311305756502242792e-01,2.443564540673079655e-01
-9.306233546821027769e-01,2.451210426108795526e-01
-9.297833160610935455e-01,2.463779893905595486e-01
-9.292887081112642944e-01,2.471126886357965791e-01
-9.292241713515616564e-01,2.472082610996698404e-01
-9.291418312669909030e-01,2.473301011770407676e-01
-9.284420916521933798e-01,2.483611374066545807e-01
-9.276038658761570632e-01,2.495860097981235093e-01
-9.273647885643747646e-01,2.499333466630463685e-01
-9.272901856861015535e-01,2.500415492218624469e-01
-9.271121086358359298e-01,2.502994794629693764e-01
-9.266841146008855112e-01,2.509173892726514477e-01
-9.266645002459474867e-01,2.509456395889152480e-01
-9.265554433061998774e-01,2.511026052727003410e-01
-9.256371538141245914e-01,2.524171042401697207e-01
-9.253787338528569606e-01,2.527847216706239353e-01
-9.246524058913270228e-01,2.538126121968676818e-01
-9.246265928460314365e-01,2.538489980523150336e-01
-9.245604906415575419e-01,2.539421301836062850e-01
-9.244077869598220643e-01,2.541570290380939512e-01
-9.235549852816333782e-01,2.553508696355673568e-01
-9.232730377254125820e-01,2.557432354401503738e-01
-9.225060170254020253e-01,2.568048366838215912e-01
-9.222399061686649135e-01,2.571711806028887937e-01
-9.222088368347448606e-01,2.572138867527050676e-01
-9.220023393920773191e-01,2.574973782196660066e-01
-9.206931027041360682e-01,2.592808067858409782e-01
-9.203189395044890642e-01,2.597861013114071693e-01
